X1,X2,label
0.0027075053905079747,0.375776032287451,1
0.9324472870658723,-0.4891885908678618,1
0.932992381487026,-0.47387344145706384,1
0.44817288346507167,-0.3557320046797421,1
-0.848714743366936,0.5270111967184582,0
0.5697816042591997,-0.3845813568207278,1
0.29728128165512707,-0.21151226594809808,1
-0.0025977196253650523,0.4241295302667846,1
1.6328799406956662,-0.2748262773874444,1
0.6607280064365779,0.7657238546755761,0
1.3555071140108428,-0.42236584749503775,1
0.884994210367773,0.4699057287873276,0
0.34220559908231474,-0.24236412107314717,1
1.979868516908833,0.31473652281428516,1
1.937673577821383,0.11689309851538207,1
1.792473720908058,-0.08864292997296346,1
-0.19323511584072317,0.9898515587665748,0
1.7538916678605285,-0.16614448887808927,1
1.0634900367291522,-0.49451074829833247,1
-0.42207548380167315,0.9114791144770534,0
0.03845974127867036,0.19237308431320732,1
0.4627266952114534,0.9016144944193987,0
-0.6828322496537708,0.7222466116913192,0
0.009538910207048968,0.3348696791219758,1
0.235213963314975,0.961067352173189,0
0.10625973583616417,0.9998564184667807,0
0.8010780035097503,0.6021718751333716,0
2.0095223087366185,0.41379986949972136,1
1.8149782609279734,-0.07895962980062878,1
1.9565264638882223,0.18817191067070493,1
-0.5569923870194959,0.831139411452819,0
0.6245879533998087,0.7704255627205667,0
0.26581377508131854,-0.19534621746063416,1
-0.9982940579641914,0.008355653983499162,0
-0.6968442716185208,0.7025243118702779,0
0.3203866862705809,0.9743312299522799,0
0.6145611565930975,-0.42310893091467716,1
0.15443137961501938,0.0013660628271580776,1
1.817794531056265,-0.07415843677616331,1
0.9343041596275699,0.3515701595744975,0
-0.48775824785675975,0.8992079672264706,0
0.8246851210985005,0.5692649661463343,0
-0.38431265785076274,0.9313888179403443,0
2.0130259588530497,0.34849415611666,1
-0.3125018294509198,0.9504976919649809,0
-0.16156023686083415,0.9792217275850515,0
1.8990998583975804,0.02196089234779321,1
0.19314793343805628,-0.08759908815271213,1
-0.9167968494998096,0.36064214522448984,0
1.5084100028631235,-0.35467133010392476,1
0.08429439447718787,0.0719329847700868,1
1.7278669197228471,-0.19883923623986058,1
-0.06429380504722337,0.995808021976931,0
0.12897609543059965,0.009980708036492286,1
0.9793624490505569,0.14946405651529002,0
0.9742252922829351,0.18610700030808272,0
0.2592540848956934,-0.17019503124119031,1
