x,y,label
0.6463724923105211,0.34041148509999536,1
2.027197568665384,-1.0081881241180195,0
-0.7707172643279594,0.44560901945865317,0
1.4396492579651252,-0.40678242381562857,0
0.9000512769817979,-0.31275940712887235,0
-0.5830441040634317,-0.23860347217679861,1
1.1481858300653274,0.44301880009183703,0
-0.6757776368586792,-0.35839392093203354,1
-0.1159224539850448,0.0766035572702165,1
0.8233284396263042,0.2784176875994452,0
-0.5753311407557659,-0.3606413689997108,0
0.073761879140009,-0.22421903540350677,1
0.6129976166141275,-0.15330055723669064,1
0.036695087647223214,0.42131521808045697,1
0.4198385222575735,-0.8494082089016765,0
-0.7867689713026081,0.2818844990518722,1
0.766499696994966,0.8845105578611264,0
0.08324655543896628,-0.2245415348146563,1
0.34927286063504437,0.08459829809619863,1
-0.5225264388763466,0.516048727604393,1
-0.5622771039852832,0.35906850828389086,1
-0.3558947344935004,-0.1323062914490144,0
0.8503005368712155,-0.5234950651046041,0
-0.06041051767696973,0.7260660466763352,1
0.5598953730558145,-0.18917935449833795,0
0.6112785096985135,-0.13018314848417145,1
-1.155134991155468,0.729958046771053,0
0.3163074276318314,-0.16517454138125814,1
0.21760360051308517,-0.5415449779229754,1
-0.5271949116926002,-0.18596031355386372,1
1.1557462742515368,0.6971289473551784,0
-1.4478938672557344,0.06794747984460656,0
0.9576093403622798,-0.8056723775200741,0
0.4642716947356761,0.027884634964651503,0
0.5107673608147827,0.005582422842581945,1
-0.8699726876362608,-1.6155289519668814,0
0.6191799505859773,0.42348429901617524,1
1.0714981827742238,0.901409469842475,0
0.3661443860811803,-1.1734066134447474,0
0.2174570994138691,-0.3230089060189812,1
-0.39053001920564767,0.3149879908482545,1
1.3413364417037577,-0.4655271938770989,0
-0.49940392305854847,-0.1868545919200679,1
-0.6090337304547606,1.1364771540410497,0
0.02575731146627373,0.4583952902039805,1
1.1257023969843554,-0.20884150290420084,0
0.21779273170069136,-0.1537128164248392,0
-1.03466556428577,-1.1993319815165266,0
-0.8865956942961892,0.5981961389175039,0
-1.496234675375434,-0.0462925072826412,0
0.4244391401770588,-0.5421650648575669,0
0.6074729744997651,-0.00427523526836979,1
1.108448962959517,0.45544822108860356,0
-0.5953176567413152,0.3151625856889252,1
-0.263795210523445,-0.9754179484260117,0
0.544532541236056,0.8178560902090442,1
-0.46811179873371866,-0.38891087389986634,0
-0.43883557540629226,0.4234807143322517,1
-1.4086378111638203,0.09137778657412096,0
